time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20150222:1646,0.0,0.0,0.0,0.0,0.0,23.5,2.76,0.0
20150222:1746,0.0,0.0,0.0,0.0,0.0,23.2,2.62,0.0
20150222:1846,0.0,0.0,0.0,0.0,0.0,22.8,2.41,0.0
20150222:1946,0.0,0.0,0.0,0.0,0.0,22.36,2.28,0.0
20150222:2046,0.0,0.0,0.0,0.0,0.0,21.8,2.07,0.0
20150222:2146,0.0,0.0,0.0,0.0,0.0,21.25,1.72,0.0
20150222:2246,0.0,0.0,0.0,0.0,0.0,21.28,1.31,0.0
20150222:2346,0.0,0.0,0.0,0.0,0.0,21.9,0.9,0.0
20150223:0046,0.0,0.0,0.0,0.0,0.0,21.57,0.69,0.0
20150223:0146,95.53,77.82,70.59,0.42,10.32,21.13,0.55,0.0
20150223:0246,332.07,311.78,122.4,1.3,24.46,22.81,0.69,0.0
20150223:0346,521.19,553.57,139.87,2.14,38.17,25.07,0.28,0.0
20150223:0446,663.58,745.48,150.81,2.8,51.02,26.72,1.24,0.0
20150223:0546,751.14,874.87,154.54,3.24,61.77,27.85,1.79,0.0
20150223:0646,774.68,874.4,188.53,3.36,67.25,28.67,2.28,0.0
20150223:0746,772.52,909.09,144.7,3.33,63.88,29.16,2.62,0.0
20150223:0846,687.61,750.14,169.56,2.91,54.07,29.26,2.9,0.0
20150223:0946,559.04,576.16,154.97,2.3,41.6,29.01,3.24,0.0
20150223:1046,380.03,374.2,121.84,1.53,28.05,28.35,3.52,0.0
20150223:1146,145.47,126.39,87.59,0.64,14.0,27.24,3.45,0.0
20150223:1246,0.0,0.0,0.0,0.0,0.0,25.73,3.1,0.0
20150223:1346,0.0,0.0,0.0,0.0,0.0,24.75,3.03,0.0
20150223:1446,0.0,0.0,0.0,0.0,0.0,24.18,2.97,0.0
20150223:1546,0.0,0.0,0.0,0.0,0.0,23.76,2.97,0.0
20150223:1646,0.0,0.0,0.0,0.0,0.0,23.44,2.9,0.0
20150223:1746,0.0,0.0,0.0,0.0,0.0,23.13,2.83,0.0
20150223:1846,0.0,0.0,0.0,0.0,0.0,22.73,2.41,0.0
20150223:1946,0.0,0.0,0.0,0.0,0.0,21.96,2.14,0.0
20150223:2046,0.0,0.0,0.0,0.0,0.0,21.2,1.86,0.0
20150223:2146,0.0,0.0,0.0,0.0,0.0,20.87,1.59,0.0
20150223:2246,0.0,0.0,0.0,0.0,0.0,20.8,1.38,0.0
20150223:2346,0.0,0.0,0.0,0.0,0.0,20.55,1.38,0.0
20150224:0046,0.0,0.0,0.0,0.0,0.0,20.17,1.31,0.0
20150224:0146,104.79,95.35,67.27,0.46,10.45,21.08,0.97,0.0
20150224:0246,340.81,338.0,108.89,1.34,24.61,23.74,0.9,0.0
20150224:0346,532.33,576.35,126.11,2.17,38.35,25.73,0.97,0.0
20150224:0446,666.27,747.12,150.61,2.81,51.25,27.21,1.52,0.0
20150224:0546,753.63,876.43,154.35,3.25,62.08,28.43,2.07,0.0
20150224:0646,774.27,876.03,188.33,3.37,67.62,29.23,2.34,0.0
20150224:0746,765.81,876.33,166.37,3.31,64.18,29.8,2.9,0.0
20150224:0846,681.2,722.82,185.82,2.88,54.28,29.88,3.31,0.0
20150224:0946,560.0,576.89,154.76,2.3,41.74,29.43,3.59,0.0
20150224:1046,380.29,375.1,121.63,1.54,28.15,28.57,3.59,0.0
20150224:1146,151.68,141.99,81.72,0.67,14.07,27.29,3.31,0.0
20150224:1246,0.0,0.0,0.0,0.0,0.0,25.71,2.9,0.0
20150224:1346,0.0,0.0,0.0,0.0,0.0,24.73,2.9,0.0
20150224:1446,0.0,0.0,0.0,0.0,0.0,24.2,2.9,0.0
20150224:1546,0.0,0.0,0.0,0.0,0.0,23.88,2.83,0.0
20150224:1646,0.0,0.0,0.0,0.0,0.0,23.58,2.62,0.0
20150224:1746,0.0,0.0,0.0,0.0,0.0,23.01,2.21,0.0
20150224:1846,0.0,0.0,0.0,0.0,0.0,21.99,1.79,0.0
20150224:1946,0.0,0.0,0.0,0.0,0.0,21.48,1.66,0.0
20150224:2046,0.0,0.0,0.0,0.0,0.0,21.23,1.52,0.0
20150224:2146,0.0,0.0,0.0,0.0,0.0,21.35,1.38,0.0
20150224:2246,0.0,0.0,0.0,0.0,0.0,22.47,1.03,0.0
20150224:2346,0.0,0.0,0.0,0.0,0.0,22.04,0.9,0.0
20150225:0046,0.0,0.0,0.0,0.0,0.0,20.54,0.97,0.0
20150225:0146,106.06,98.32,66.14,0.46,10.58,20.85,1.03,0.0
20150225:0246,344.7,338.89,108.66,1.35,24.76,22.04,1.03,0.0
20150225:0346,534.01,576.97,126.97,2.18,38.54,24.57,0.69,0.0
20150225:0446,666.76,748.75,150.42,2.82,51.49,26.59,1.31,0.0
20150225:0546,756.76,877.98,154.16,3.26,62.4,28.08,2.14,0.0
20150225:0646,778.04,876.57,188.11,3.38,67.99,29.02,2.55,0.0
20150225:0746,772.08,893.94,154.74,3.33,64.48,29.44,2.97,0.0
20150225:0846,690.61,751.34,169.13,2.92,54.48,29.41,3.24,0.0
20150225:0946,560.48,577.61,154.54,2.31,41.87,29.02,3.38,0.0
20150225:1046,44.4,0.0,72.74,0.25,28.24,28.3,3.38,0.0
20150225:1146,157.72,162.05,71.62,0.7,14.14,27.26,3.31,0.0
20150225:1246,0.0,0.0,0.0,0.0,0.0,25.85,2.9,0.0
20150225:1346,0.0,0.0,0.0,0.0,0.0,24.93,3.1,0.0
20150225:1446,0.0,0.0,0.0,0.0,0.0,24.44,3.31,0.0
20150225:1546,0.0,0.0,0.0,0.0,0.0,24.12,3.45,0.0
20150225:1646,0.0,0.0,0.0,0.0,0.0,23.94,3.45,0.0
20150225:1746,0.0,0.0,0.0,0.0,0.0,23.74,3.24,0.0
20150225:1846,0.0,0.0,0.0,0.0,0.0,23.64,2.69,0.0
20150225:1946,0.0,0.0,0.0,0.0,0.0,23.07,2.07,0.0
20150225:2046,0.0,0.0,0.0,0.0,0.0,22.51,1.31,0.0
20150225:2146,0.0,0.0,0.0,0.0,0.0,23.24,0.97,0.0
20150225:2246,0.0,0.0,0.0,0.0,0.0,21.98,1.24,0.0
20150225:2346,0.0,0.0,0.0,0.0,0.0,21.19,1.38,0.0
20150226:0046,0.0,0.0,0.0,0.0,0.0,20.87,1.45,0.0
20150226:0146,107.5,98.66,68.08,0.47,10.71,21.9,1.31,0.0
20150226:0246,341.65,339.76,109.51,1.36,24.91,25.17,1.31,0.0
20150226:0346,450.85,341.49,252.39,1.88,38.73,26.85,1.03,0.0
20150226:0446,551.33,398.97,338.6,2.37,51.73,28.19,1.45,0.0
20150226:0546,657.15,562.03,336.57,2.88,62.71,29.18,1.59,0.0
20150226:0646,764.38,861.08,198.21,3.37,68.36,29.68,2.0,0.0
20150226:0746,759.52,862.38,175.27,3.3,64.78,30.14,2.76,0.0
20150226:0846,702.63,795.78,140.98,2.97,54.68,29.93,3.52,0.0
20150226:0946,570.38,599.86,140.95,2.34,42.01,29.44,4.34,0.0
20150226:1046,384.52,382.36,117.11,1.56,28.34,28.59,4.69,0.0
20150226:1146,152.64,145.93,79.36,0.68,14.21,27.64,4.69,0.0
20150226:1246,0.0,0.0,0.0,0.0,0.0,26.76,3.93,0.0
20150226:1346,0.0,0.0,0.0,0.0,0.0,26.28,3.86,0.0
20150226:1446,0.0,0.0,0.0,0.0,0.0,26.0,4.14,0.0
20150226:1546,0.0,0.0,0.0,0.0,0.0,25.83,4.34,0.0
20150226:1646,0.0,0.0,0.0,0.0,0.0,25.71,4.14,0.0
20150226:1746,0.0,0.0,0.0,0.0,0.0,25.57,3.59,0.0
20150226:1846,0.0,0.0,0.0,0.0,0.0,25.46,3.03,0.0
20150226:1946,0.0,0.0,0.0,0.0,0.0,25.37,2.41,0.0
20150226:2046,0.0,0.0,0.0,0.0,0.0,25.2,1.93,0.0
20150226:2146,0.0,0.0,0.0,0.0,0.0,24.84,1.59,0.0
20150226:2246,0.0,0.0,0.0,0.0,0.0,24.33,1.38,0.0
20150226:2346,0.0,0.0,0.0,0.0,0.0,24.21,1.03,0.0
20150227:0046,0.0,0.0,0.0,0.0,0.0,24.69,0.76,0.0
20150227:0146,64.11,22.84,78.38,0.33,10.84,25.01,0.62,0.0
20150227:0246,271.67,175.41,184.4,1.13,25.07,26.89,1.52,0.0
20150227:0346,470.44,382.16,234.77,1.95,38.91,27.74,1.86,0.0
20150227:0446,408.18,128.38,407.75,1.79,51.97,28.31,2.34,0.0
20150227:0546,438.64,114.54,462.9,1.94,63.03,28.91,2.9,0.0
20150227:0646,625.39,384.96,443.43,2.7,68.74,29.08,3.72,0.0
20150227:0746,623.92,400.55,419.82,2.67,65.08,29.04,4.34,0.0
20150227:0846,603.6,456.84,331.21,2.54,54.87,29.23,4.62,0.0
20150227:0946,543.58,504.89,196.82,2.23,42.14,28.82,4.69,0.0
20150227:1046,344.55,272.94,174.87,1.42,28.43,28.42,4.69,0.0
20150227:1146,140.4,112.76,93.56,0.64,14.27,27.72,4.62,0.0
20150227:1246,0.0,0.0,0.0,0.0,0.0,27.02,4.14,0.0
20150227:1346,0.0,0.0,0.0,0.0,0.0,26.6,4.14,0.0
20150227:1446,0.0,0.0,0.0,0.0,0.0,26.38,4.41,0.0
20150227:1546,0.0,0.0,0.0,0.0,0.0,26.32,4.83,0.0
20150227:1646,0.0,0.0,0.0,0.0,0.0,26.23,4.69,0.0
20150227:1746,0.0,0.0,0.0,0.0,0.0,26.13,4.0,0.0
20150227:1846,0.0,0.0,0.0,0.0,0.0,25.98,3.52,0.0
20150227:1946,0.0,0.0,0.0,0.0,0.0,25.79,2.97,0.0
20150227:2046,0.0,0.0,0.0,0.0,0.0,25.59,2.76,0.0
20150227:2146,0.0,0.0,0.0,0.0,0.0,25.36,2.62,0.0
20150227:2246,0.0,0.0,0.0,0.0,0.0,25.26,2.48,0.0
20150227:2346,0.0,0.0,0.0,0.0,0.0,25.14,2.34,0.0
20150228:0046,0.0,0.0,0.0,0.0,0.0,25.07,2.34,0.0
20150228:0146,108.77,103.08,67.85,0.49,10.98,25.62,2.55,0.0
20150228:0246,291.32,206.24,174.16,1.19,25.22,26.55,3.59,0.0
20150228:0346,407.46,226.05,297.71,1.69,39.11,27.18,4.0,0.0
20150228:0446,604.14,481.19,302.45,2.51,52.21,27.65,4.28,0.0
20150228:0546,663.07,503.24,366.32,2.8,63.35,28.14,4.34,0.0
20150228:0646,699.15,543.92,376.55,2.97,69.12,28.56,4.69,0.0
20150228:0746,651.67,454.03,397.81,2.77,65.38,28.67,5.03,0.0
20150228:0846,499.82,230.08,414.9,2.13,55.07,28.52,5.45,0.0
20150228:0946,377.02,146.8,338.24,1.61,42.26,28.39,5.72,0.0
20150228:1046,228.12,69.63,230.13,1.0,28.51,27.83,5.79,0.0
20150228:1146,108.64,51.44,107.87,0.51,14.33,27.41,5.38,0.0
20150228:1246,0.0,0.0,0.0,0.0,0.0,26.9,4.55,0.0
20150228:1346,0.0,0.0,0.0,0.0,0.0,26.48,4.21,0.0
20150228:1446,0.0,0.0,0.0,0.0,0.0,26.35,3.79,0.0
20150228:1546,0.0,0.0,0.0,0.0,0.0,26.07,3.59,0.0
20150228:1646,0.0,0.0,0.0,0.0,0.0,25.94,3.72,0.0
20150228:1746,0.0,0.0,0.0,0.0,0.0,25.8,3.86,0.0
20150228:1846,0.0,0.0,0.0,0.0,0.0,25.77,4.14,0.0
20150228:1946,0.0,0.0,0.0,0.0,0.0,25.69,4.21,0.0
20150228:2046,0.0,0.0,0.0,0.0,0.0,25.45,4.21,0.0
20150228:2146,0.0,0.0,0.0,0.0,0.0,25.35,4.14,0.0
20150228:2246,0.0,0.0,0.0,0.0,0.0,25.27,4.0,0.0
20150228:2346,0.0,0.0,0.0,0.0,0.0,25.29,3.93,0.0
20150301:0046,0.0,0.0,0.0,0.0,0.0,25.22,4.0,0.0
20150301:0146,27.1,0.0,49.15,0.17,11.12,25.8,3.93,0.0
20150301:0246,252.46,134.68,195.35,1.06,25.38,26.68,4.76,0.0
20150301:0346,449.32,310.36,264.94,1.84,39.3,27.86,5.1,0.0
20150301:0446,444.35,169.71,404.28,1.9,52.45,28.52,5.03,0.0
20150301:0546,676.18,540.66,344.43,2.85,63.68,28.95,5.1,0.0
20150301:0646,770.37,768.16,249.55,3.26,69.5,29.01,5.1,0.0
20150301:0746,752.33,753.52,235.99,3.17,65.68,29.02,5.24,0.0
20150301:0846,665.97,629.27,236.43,2.78,55.25,29.25,5.52,0.0
20150301:0946,546.81,518.39,185.11,2.25,42.39,29.18,5.45,0.0
20150301:1046,302.18,186.47,207.49,1.27,28.6,28.76,5.24,0.0
20150301:1146,92.68,31.8,105.79,0.45,14.39,28.01,5.03,0.0
20150301:1246,0.0,0.0,0.0,0.0,0.0,27.14,4.41,0.0
20150301:1346,0.0,0.0,0.0,0.0,0.0,26.67,4.34,0.0
20150301:1446,0.0,0.0,0.0,0.0,0.0,26.44,4.28,0.0
20150301:1546,0.0,0.0,0.0,0.0,0.0,26.29,4.21,0.0
20150301:1646,0.0,0.0,0.0,0.0,0.0,26.13,4.0,0.0
20150301:1746,0.0,0.0,0.0,0.0,0.0,25.96,3.93,0.0
20150301:1846,0.0,0.0,0.0,0.0,0.0,25.9,3.72,0.0
20150301:1946,0.0,0.0,0.0,0.0,0.0,25.64,3.45,0.0
20150301:2046,0.0,0.0,0.0,0.0,0.0,25.48,3.31,0.0
20150301:2146,0.0,0.0,0.0,0.0,0.0,25.38,3.17,0.0
20150301:2246,0.0,0.0,0.0,0.0,0.0,25.35,2.97,0.0
20150301:2346,0.0,0.0,0.0,0.0,0.0,25.4,2.76,0.0
20150302:0046,0.0,0.0,0.0,0.0,0.0,25.22,2.69,0.0
20150302:0146,48.61,8.64,70.31,0.26,11.26,25.69,2.76,0.0
20150302:0246,238.21,111.77,201.16,1.01,25.55,26.42,3.59,0.0
20150302:0346,481.29,387.7,230.98,1.96,39.49,27.05,3.72,0.0
20150302:0446,479.98,225.07,396.33,2.05,52.7,27.75,4.0,0.0
20150302:0546,552.98,272.47,449.76,2.38,64.0,28.59,4.28,0.0
20150302:0646,701.24,572.67,357.2,3.01,69.89,29.07,4.21,0.0
20150302:0746,605.95,365.46,430.13,2.61,65.97,29.14,4.41,0.0
20150302:0846,495.03,233.36,410.67,2.13,55.44,29.01,4.41,0.0
20150302:0946,525.56,460.58,216.98,2.17,42.51,28.5,4.55,0.0
20150302:1046,362.91,325.17,145.43,1.49,28.68,27.98,4.55,0.0
20150302:1146,143.96,125.22,87.27,0.66,14.45,27.66,4.55,0.0
20150302:1246,0.0,0.0,0.0,0.0,0.0,26.95,3.93,0.0
20150302:1346,0.0,0.0,0.0,0.0,0.0,26.5,3.93,0.0
20150302:1446,0.0,0.0,0.0,0.0,0.0,26.28,3.93,0.0
20150302:1546,0.0,0.0,0.0,0.0,0.0,26.15,3.66,0.0
20150302:1646,0.0,0.0,0.0,0.0,0.0,25.94,3.31,0.0
20150302:1746,0.0,0.0,0.0,0.0,0.0,25.74,2.9,0.0
20150302:1846,0.0,0.0,0.0,0.0,0.0,25.61,2.41,0.0
20150302:1946,0.0,0.0,0.0,0.0,0.0,25.23,1.72,0.0
20150302:2046,0.0,0.0,0.0,0.0,0.0,24.7,1.1,0.0
20150302:2146,0.0,0.0,0.0,0.0,0.0,25.48,0.48,0.0
20150302:2246,0.0,0.0,0.0,0.0,0.0,25.23,0.14,0.0
20150302:2346,0.0,0.0,0.0,0.0,0.0,25.13,0.28,0.0
20150303:0046,0.0,0.0,0.0,0.0,0.0,25.02,0.41,0.0
20150303:0146,93.56,64.77,80.75,0.44,11.4,25.2,0.41,0.0
20150303:0246,299.97,240.44,160.15,1.25,25.71,26.67,0.28,0.0
20150303:0346,412.48,257.75,287.09,1.76,39.68,27.62,0.97,0.0
20150303:0446,434.78,170.04,407.01,1.92,52.94,28.63,1.52,0.0
20150303:0546,603.48,408.97,405.62,2.66,64.32,29.42,2.0,0.0
20150303:0646,744.25,769.56,250.09,3.28,70.27,30.31,2.62,0.0
20150303:0746,747.32,815.17,199.82,3.26,66.26,30.6,3.17,0.0
20150303:0846,675.44,707.1,191.31,2.89,55.62,29.99,3.52,0.0
20150303:0946,541.78,525.98,180.23,2.26,42.62,29.53,3.79,0.0
20150303:1046,366.01,343.4,135.18,1.52,28.76,29.15,4.0,0.0
20150303:1146,143.27,124.4,88.09,0.66,14.5,28.48,4.21,0.0
20150303:1246,0.0,0.0,0.0,0.0,0.0,27.59,3.45,0.0
20150303:1346,0.0,0.0,0.0,0.0,0.0,27.11,3.03,0.0
20150303:1446,0.0,0.0,0.0,0.0,0.0,26.76,2.62,0.0
20150303:1546,0.0,0.0,0.0,0.0,0.0,26.47,2.48,0.0
20150303:1646,0.0,0.0,0.0,0.0,0.0,26.22,2.28,0.0
20150303:1746,0.0,0.0,0.0,0.0,0.0,25.94,2.14,0.0
20150303:1846,0.0,0.0,0.0,0.0,0.0,25.84,2.21,0.0
20150303:1946,0.0,0.0,0.0,0.0,0.0,25.59,2.07,0.0
20150303:2046,0.0,0.0,0.0,0.0,0.0,25.27,1.93,0.0
20150303:2146,0.0,0.0,0.0,0.0,0.0,24.96,1.79,0.0
20150303:2246,0.0,0.0,0.0,0.0,0.0,24.87,1.79,0.0
20150303:2346,0.0,0.0,0.0,0.0,0.0,24.64,1.93,0.0
20150304:0046,0.0,0.0,0.0,0.0,0.0,24.53,2.0,0.0
20150304:0146,95.91,67.81,80.75,0.45,11.55,25.53,2.0,0.0
20150304:0246,327.07,294.88,134.38,1.33,25.87,27.43,2.97,0.0
20150304:0346,516.2,496.8,174.62,2.12,39.88,28.63,3.31,0.0
20150304:0446,611.98,537.8,271.69,2.6,53.19,29.48,3.24,0.0
20150304:0546,717.69,714.58,252.02,3.11,64.65,30.12,3.31,0.0
20150304:0646,762.75,816.74,221.34,3.34,70.66,30.86,3.38,0.0
20150304:0746,755.29,830.51,190.37,3.29,66.55,31.13,3.79,0.0
20150304:0846,685.79,735.19,173.7,2.92,55.8,30.73,4.28,0.0
20150304:0946,549.12,548.41,167.17,2.3,42.74,30.39,4.41,0.0
20150304:1046,368.34,350.77,130.93,1.53,28.83,29.84,4.69,0.0
20150304:1146,148.29,141.39,80.15,0.69,14.55,29.11,4.28,0.0
20150304:1246,0.0,0.0,0.0,0.0,0.09,28.07,3.66,0.0
20150304:1346,0.0,0.0,0.0,0.0,0.0,27.44,3.45,0.0
20150304:1446,0.0,0.0,0.0,0.0,0.0,27.04,3.45,0.0
20150304:1546,0.0,0.0,0.0,0.0,0.0,26.72,3.52,0.0
20150304:1646,0.0,0.0,0.0,0.0,0.0,26.45,3.31,0.0
20150304:1746,0.0,0.0,0.0,0.0,0.0,26.27,3.24,0.0
20150304:1846,0.0,0.0,0.0,0.0,0.0,26.35,3.45,0.0
20150304:1946,0.0,0.0,0.0,0.0,0.0,26.19,3.03,0.0
20150304:2046,0.0,0.0,0.0,0.0,0.0,25.87,2.69,0.0
20150304:2146,0.0,0.0,0.0,0.0,0.0,25.7,2.28,0.0
20150304:2246,0.0,0.0,0.0,0.0,0.0,25.33,2.0,0.0
20150304:2346,0.0,0.0,0.0,0.0,0.0,25.03,1.93,0.0
20150305:0046,0.0,0.0,0.0,0.0,0.0,24.84,1.59,0.0
20150305:0146,114.16,109.19,69.07,0.53,11.7,25.49,1.72,0.0
20150305:0246,335.87,319.07,123.15,1.38,26.04,27.06,2.14,0.0
20150305:0346,478.04,399.57,227.35,2.0,40.08,28.3,2.14,0.0
20150305:0446,581.6,463.15,310.83,2.5,53.43,29.37,2.48,0.0
20150305:0546,630.57,463.47,383.26,2.76,64.98,30.03,2.83,0.0
20150305:0646,773.58,848.98,202.72,3.39,71.05,30.79,3.52,0.0
20150305:0746,662.37,516.11,366.48,2.88,66.84,30.32,3.93,0.0
20150305:0846,603.2,468.02,323.76,2.58,55.97,30.11,4.48,0.0
20150305:0946,536.35,498.35,196.24,2.24,42.84,29.83,4.9,0.0
20150305:1046,340.76,271.5,172.41,1.43,28.9,28.85,4.76,0.0
20150305:1146,144.12,127.18,86.78,0.67,14.6,28.43,4.62,0.0
20150305:1246,0.0,0.0,0.0,0.0,0.12,27.85,3.86,0.0
20150305:1346,0.0,0.0,0.0,0.0,0.0,27.47,3.45,0.0
20150305:1446,0.0,0.0,0.0,0.0,0.0,27.24,3.24,0.0
20150305:1546,0.0,0.0,0.0,0.0,0.0,27.1,3.1,0.0
20150305:1646,0.0,0.0,0.0,0.0,0.0,26.94,2.97,0.0
20150305:1746,0.0,0.0,0.0,0.0,0.0,26.73,2.83,0.0
20150305:1846,0.0,0.0,0.0,0.0,0.0,26.56,2.69,0.0
20150305:1946,0.0,0.0,0.0,0.0,0.0,26.38,2.62,0.0
20150305:2046,0.0,0.0,0.0,0.0,0.0,26.26,2.34,0.0
20150305:2146,0.0,0.0,0.0,0.0,0.0,26.14,2.14,0.0
20150305:2246,0.0,0.0,0.0,0.0,0.0,25.92,1.86,0.0
20150305:2346,0.0,0.0,0.0,0.0,0.0,25.71,1.72,0.0
20150306:0046,0.0,0.0,0.0,0.0,0.0,25.58,1.72,0.0
20150306:0146,110.43,97.5,74.62,0.52,11.85,26.38,1.72,0.0
20150306:0246,316.81,264.99,151.82,1.31,26.21,27.56,2.62,0.0
20150306:0346,488.39,417.8,219.24,2.04,40.27,28.23,2.69,0.0
20150306:0446,592.99,485.51,299.81,2.54,53.68,29.07,2.83,0.0
20150306:0546,692.51,633.66,298.7,3.01,65.31,29.66,2.97,0.0
20150306:0646,765.91,849.51,202.49,3.39,71.44,30.46,2.69,0.0
20150306:0746,747.13,815.8,200.17,3.28,67.12,30.63,3.1,0.0
20150306:0846,667.86,681.62,205.86,2.87,56.14,30.23,3.66,0.0
20150306:0946,549.79,548.79,166.72,2.31,42.95,29.82,4.21,0.0
20150306:1046,367.37,349.36,131.49,1.54,28.97,29.71,4.41,0.0
20150306:1146,142.93,126.34,86.57,0.67,14.65,28.77,4.34,0.0
20150306:1246,0.0,0.0,0.0,0.0,0.16,27.94,3.72,0.0
20150306:1346,0.0,0.0,0.0,0.0,0.0,27.43,3.38,0.0
20150306:1446,0.0,0.0,0.0,0.0,0.0,27.05,3.1,0.0
20150306:1546,0.0,0.0,0.0,0.0,0.0,26.79,2.97,0.0
20150306:1646,0.0,0.0,0.0,0.0,0.0,26.48,2.62,0.0
20150306:1746,0.0,0.0,0.0,0.0,0.0,26.27,2.21,0.0
20150306:1846,0.0,0.0,0.0,0.0,0.0,25.8,1.52,0.0
20150306:1946,0.0,0.0,0.0,0.0,0.0,25.8,0.83,0.0
20150306:2046,0.0,0.0,0.0,0.0,0.0,26.19,0.34,0.0
20150306:2146,0.0,0.0,0.0,0.0,0.0,26.0,0.34,0.0
20150306:2246,0.0,0.0,0.0,0.0,0.0,25.97,0.41,0.0
20150306:2346,0.0,0.0,0.0,0.0,0.0,25.97,0.41,0.0
20150307:0046,0.0,0.0,0.0,0.0,0.0,25.92,0.55,0.0
20150307:0146,106.12,87.2,78.08,0.5,12.0,26.15,0.48,0.0
20150307:0246,328.3,304.43,132.77,1.37,26.38,27.37,0.9,0.0
20150307:0346,468.09,384.52,236.73,1.99,40.47,28.45,1.17,0.0
20150307:0446,560.91,415.54,334.6,2.44,53.93,29.07,1.86,0.0
20150307:0546,721.92,745.21,235.05,3.16,65.63,29.86,2.69,0.0
20150307:0646,761.09,818.51,221.65,3.36,71.83,29.89,2.76,0.0
20150307:0746,752.27,816.34,199.94,3.29,67.4,30.24,3.45,0.0
20150307:0846,672.21,681.24,206.65,2.88,56.3,29.85,4.07,0.0
20150307:0946,552.8,548.45,166.48,2.31,43.05,29.36,4.76,0.0
20150307:1046,352.94,305.66,154.21,1.48,29.04,28.92,4.69,0.0
20150307:1146,137.93,112.41,92.12,0.65,14.7,28.3,4.69,0.0
20150307:1246,0.0,0.0,0.0,0.0,0.19,27.49,3.93,0.0
20150307:1346,0.0,0.0,0.0,0.0,0.0,27.02,3.72,0.0
20150307:1446,0.0,0.0,0.0,0.0,0.0,26.72,3.66,0.0
20150307:1546,0.0,0.0,0.0,0.0,0.0,26.5,3.31,0.0
20150307:1646,0.0,0.0,0.0,0.0,0.0,26.17,2.83,0.0
20150307:1746,0.0,0.0,0.0,0.0,0.0,25.94,2.48,0.0
20150307:1846,0.0,0.0,0.0,0.0,0.0,25.76,2.28,0.0
20150307:1946,0.0,0.0,0.0,0.0,0.0,25.56,2.21,0.0
20150307:2046,0.0,0.0,0.0,0.0,0.0,25.26,1.86,0.0
20150307:2146,0.0,0.0,0.0,0.0,0.0,24.93,1.31,0.0
20150307:2246,0.0,0.0,0.0,0.0,0.0,25.81,0.62,0.0
20150307:2346,0.0,0.0,0.0,0.0,0.0,25.97,0.14,0.0
20150308:0046,0.0,0.0,0.0,0.0,0.0,25.78,0.21,0.0
20150308:0146,113.6,102.78,74.4,0.54,12.15,25.97,0.21,0.0
20150308:0246,324.38,289.02,141.52,1.36,26.55,27.41,1.24,0.0
20150308:0346,469.96,369.58,245.32,1.98,40.67,28.54,2.48,0.0
20150308:0446,623.15,564.82,259.73,2.66,54.17,29.36,3.24,0.0
20150308:0546,715.77,689.06,269.16,3.1,65.96,29.82,3.66,0.0
20150308:0646,759.47,771.9,249.84,3.31,72.22,30.3,4.0,0.0
20150308:0746,715.76,656.65,293.66,3.09,67.68,30.03,4.55,0.0
20150308:0846,605.86,468.22,324.0,2.59,56.46,29.65,4.69,0.0
20150308:0946,462.7,309.75,290.78,1.97,43.15,29.48,4.28,0.0
20150308:1046,358.96,323.61,145.06,1.51,29.1,28.91,4.21,0.0
20150308:1146,137.58,112.74,91.96,0.66,14.74,28.48,3.86,0.0
20150308:1246,0.0,0.0,0.0,0.0,0.22,27.58,2.69,0.0
20150308:1346,0.0,0.0,0.0,0.0,0.0,26.93,2.41,0.0
20150308:1446,0.0,0.0,0.0,0.0,0.0,26.58,2.48,0.0
20150308:1546,0.0,0.0,0.0,0.0,0.0,26.29,2.55,0.0
20150308:1646,0.0,0.0,0.0,0.0,0.0,26.06,2.55,0.0
20150308:1746,0.0,0.0,0.0,0.0,0.0,25.95,2.34,0.0
20150308:1846,0.0,0.0,0.0,0.0,0.0,25.65,1.93,0.0
20150308:1946,0.0,0.0,0.0,0.0,0.0,25.09,1.52,0.0
20150308:2046,0.0,0.0,0.0,0.0,0.0,25.53,0.9,0.0
20150308:2146,0.0,0.0,0.0,0.0,0.0,26.07,0.41,0.0
20150308:2246,0.0,0.0,0.0,0.0,0.0,25.86,0.21,0.0
20150308:2346,0.0,0.0,0.0,0.0,0.0,25.58,0.34,0.0
20150309:0046,0.0,0.0,0.0,0.0,0.0,25.32,0.55,0.0
20150309:0146,94.71,56.73,88.51,0.46,12.31,25.38,0.41,0.0
20150309:0246,277.29,178.14,191.44,1.19,26.72,27.12,0.62,0.0
20150309:0346,455.29,338.74,260.62,1.94,40.87,28.45,1.79,0.0
20150309:0446,581.98,455.93,317.72,2.52,54.42,29.43,2.62,0.0
20150309:0546,736.58,776.97,217.31,3.22,66.29,29.97,3.24,0.0
20150309:0646,705.35,601.93,345.59,3.09,72.62,30.06,3.59,0.0
20150309:0746,753.02,801.74,208.65,3.28,67.95,30.29,4.0,0.0
20150309:0846,677.85,707.64,189.92,2.92,56.62,30.27,4.07,0.0
20150309:0946,541.98,527.85,178.15,2.29,43.24,30.04,4.21,0.0
20150309:1046,359.93,329.83,140.82,1.52,29.16,29.4,4.41,0.0
20150309:1146,137.74,111.99,92.78,0.66,14.78,28.46,4.34,0.0
20150309:1246,0.0,0.0,0.0,0.0,0.25,27.43,3.66,0.0
